,m,dm,mu,t,dt,df,k,m2,dm2,dmu,susc,rsw,rsw_check,growth_speed,dphi,drive
5,0.9823767499999999,0.0014165451103581154,-6.6,847511.1039595001,4578.7146228154115,0.0,1.0,0.9651422499999999,0.0027584277732883846,1.0,7.817105943752622e-05,40,True,0.00018878808696723092,0.22880209815336608,1.0
0,0.8849870000000001,0.016200189169519135,-6.5,544476.53375925,3038.285506654172,0.0,1.0,0.7934370000000002,0.025799906393191345,1.0,0.010235009831000008,40,True,0.0002938602310283346,0.32847277922795765,1.0
3,0.5269982499999999,0.03946596275612224,-6.4,376599.36557425,2137.9412200662596,0.0,1.0,0.33847250000000006,0.03807302258910517,1.0,0.06074534449693769,40,True,0.00042485467216873084,0.42810895164394946,1.0
2,0.21330225,0.022373059209590297,-6.3,270823.24824625003,2027.3810882335088,0.0,1.0,0.06501875,0.010759866445336315,1.0,0.0195209001449375,40,True,0.0005907912302067866,0.5277070139038574,1.0
1,0.15061724999999998,0.01435885521911568,-6.2,194493.330836,1745.6434030709474,0.0,1.0,0.030725999999999996,0.005227937706846425,1.0,0.008040444002437502,40,True,0.0008226503156291494,0.627262991855414,1.0
4,0.08209,0.009734338493058266,-6.1,141511.7387805,1562.3386450839876,0.0,1.0,0.010434750000000001,0.002290292305482268,1.0,0.0036959819000000017,40,True,0.001130648251366463,0.7267725008400618,1.0
7,0.05757633333333333,0.008373799841724905,-6.0,92224.44997900001,2179.038070981055,0.0,1.0,0.005347666666666667,0.00129460318185436,1.0,0.002032632506555557,40,True,0.001734897850151807,0.8262307041527226,1.0
2,0.981825,0.002215237412755526,-6.4,625003.82579125,3450.993802964733,0.0,1.0,0.964171,0.004255215183326251,1.5,0.0001906693750001187,40,True,0.00025599843296549626,0.28037467804625155,1.5
1,0.92244075,0.019833526376094035,-6.3,418995.13702325,2485.729057360656,0.0,1.0,0.8662400000000001,0.02639958857002636,1.5,0.01534306273943753,40,True,0.00038186600717306566,0.3799326050960771,1.5
0,0.6553749999999999,0.04003925653143105,-6.2,303758.55452925,1812.2407050325874,0.0,1.0,0.49203825000000007,0.04582535537916321,1.5,0.06252185937500016,40,True,0.0005267341367487086,0.4794442661597778,1.5
3,0.315664,0.03093009685171403,-6.1,224137.41680300003,1396.7226115853457,0.0,1.0,0.1369535,0.024752503614760224,1.5,0.03730973910400001,40,True,0.0007138477916011141,0.5789048454390597,1.5
4,0.21491074999999996,0.021178668499427764,-6.0,168396.87478999997,1480.1000137320086,0.0,1.0,0.06367975,0.010386390216488435,1.5,0.01749311953443751,40,True,0.0009501363977183583,0.6783090316377027,1.5
7,0.09683100000000001,0.013395179150035224,-5.9,123383.07803725,1636.102094652609,0.0,1.0,0.01637375,0.004440819508677857,1.5,0.006997507438999996,40,True,0.0012967742622833186,0.7776509682486865,1.5
6,0.09189615384615385,0.012882679987983535,-5.800000000000002,81513.14728794873,1627.9831756741319,0.0,1.0,0.014751282051282049,0.0035039903834368953,1.5,0.006306378959566072,40,True,0.001962873540323416,0.8769241991327872,1.5
8,0.07155228571428571,0.009044493380980907,-5.699999999999999,53010.448159428575,1281.9622953664086,0.0,1.0,0.007901428571428571,0.0018352763235201038,1.5,0.002781698980489797,40,True,0.003018272917044599,0.9761216090046512,1.5
5,0.04820090909090909,0.006428988185089629,-5.6,33176.69463636364,607.8619750844475,0.0,1.0,0.0036451515151515153,0.0008661778328428616,1.5,0.0013218238779614325,40,True,0.0048226624669423955,1.0752353584252043,1.5
1,0.9938079999999999,0.0002524574346350711,-6.300000000000001,1019217.2114734285,4988.793647714345,0.0,1.0,0.987658,0.0005017639138181275,2.0,3.6591360002002915e-06,40,True,0.00015698322025851238,0.1757745913280504,2.0
0,0.98852025,0.0014954309681321682,-6.2,567366.5184640001,3348.864594744158,0.0,1.0,0.9772572499999999,0.002901922351085703,2.0,8.496533993740396e-05,40,True,0.00028200465623731046,0.27523486537513453,2.0
2,0.97663525,0.00222390900903088,-6.1,375063.4426825,2042.793975182518,0.0,1.0,0.9540115,0.004243192671193685,2.0,0.00019508845743765324,40,True,0.000426594495202359,0.37463871462287357,2.0
3,0.8688972500000001,0.024055255939850875,-6.0,269390.60938675003,1574.3023351333477,0.0,1.0,0.77755025,0.03405013142692264,2.0,0.022567818942437423,40,True,0.0005939331009504357,0.4739802793122855,2.0
6,0.61185,0.043018133183160126,-5.9,202938.61806475,1266.4007516209767,0.0,1.0,0.4465315,0.04739568301307241,2.0,0.07217107750000001,40,True,0.0007884157363728085,0.5732530997284655,2.0
5,0.31239475,0.029414887280361044,-5.8,155898.98496099998,1221.983472117242,0.0,1.0,0.131334,0.018483856271532373,2.0,0.03374352017243751,40,True,0.0010263055916626138,0.6724500566565569,2.0
7,0.19774675000000003,0.02148898779216301,-5.7,117832.22739625,1153.9976365427242,0.0,1.0,0.0571125,0.009918353983256469,2.0,0.018008722864437485,40,True,0.001357862815084933,0.7715633063417532,2.0
4,0.12782538461538465,0.015466602772708869,-5.599999999999999,85808.38523564104,1450.807722552172,0.0,1.0,0.025429230769230766,0.005224728061608744,2.0,0.009089901817159754,40,True,0.0018646196354892251,0.8705842095379596,2.0
0,0.9941262499999999,0.00019653331664448676,-4.8,174686.5972675,928.0141709512101,0.0,1.0,0.98828925,0.0003911769531220436,4.0,2.2490609377090465e-06,40,True,0.0009159260212447197,0.2666025073320444,4.0
2,0.99060025,0.00023273498946336312,-4.7,115429.83356750003,549.71352689678,0.0,1.0,0.9812925,0.00046077954431760366,4.0,3.6446999376327227e-06,40,True,0.0013861234574719943,0.36349797605021217,4.0
1,0.9851492499999999,0.0007141341707144742,-4.6,82889.5265345,308.22292325891533,0.0,1.0,0.97054025,0.001401196031578115,4.0,2.1205224437714776e-05,40,True,0.0019302800569551493,0.4600781131410179,4.0
4,0.93649375,0.02361424326460486,-4.5,61957.98595275,323.0992186859242,0.0,1.0,0.8987680000000001,0.026191196495612697,4.0,0.021747456210937544,40,True,0.0025823951108097376,0.55631213569478,4.0
5,0.8228315,0.03228015600943697,-4.4,47779.86764625,293.74216654886516,0.0,1.0,0.71769075,0.04396226605529276,4.0,0.040639072607750015,40,True,0.003348690732770533,0.6521665191601518,4.0
6,0.602101,0.05034383756090684,-4.3,38613.54725725,177.80281181695852,0.0,1.0,0.46137075000000005,0.052528919991127694,4.0,0.09884513579900006,40,True,0.004143623452516622,0.747604808469104,4.0
3,0.39538075,0.03938054105152972,-4.2,30847.0725125,265.16920027959935,0.0,1.0,0.21680850000000002,0.033074505332948374,4.0,0.06048256252943751,40,True,0.0051868779423124844,0.8425874280066856,4.0
