,m,dm,mu,t,dt,df,k,m2,dm2,dmu,susc,rsw,rsw_check,growth_speed,dphi,drive
5,0.8191822500000001,0.03893022697228699,-6.6,851888.71629325,5285.814775553314,0.0,1.0,0.730166,0.04530186455069185,1.0,0.05910644128493725,40,True,0.00018781795901252717,0.22880209815336608,1.0
0,0.51794875,0.03818139737370351,-6.5,539323.891811,3572.2408338168966,0.0,1.0,0.32512574999999994,0.037795419663626956,1.0,0.056854842373437464,40,True,0.00029666773979312273,0.32847277922795765,1.0
3,0.183889,0.023797933843734614,-6.4,367128.13821625,2051.9784289534637,0.0,1.0,0.05590249999999999,0.01156477346186941,1.0,0.022087335678999988,40,True,0.0004358151373996699,0.42810895164394946,1.0
2,0.13197575,0.015428363955538229,-6.3,255549.19500250003,1538.407598443997,0.0,1.0,0.0267005,0.005309187174617994,1.0,0.009282901411937498,40,True,0.0006261025396633894,0.5277070139038574,1.0
1,0.0795505,0.00997161417346053,-6.2,182857.968157,1178.0956572820785,0.0,1.0,0.01020675,0.0022200091356794007,1.0,0.003878467949750001,40,True,0.0008749960508290545,0.627262991855414,1.0
4,0.06321550000000001,0.007348315243419178,-6.1,126795.47805800001,1707.5733966286891,0.0,1.0,0.006101250000000001,0.0013202831469578886,1.0,0.0021050505597499996,40,True,0.0012618746539747362,0.7267725008400618,1.0
7,0.04885411764705883,0.005542794396145382,-6.0,82558.08235088235,1710.321784818035,0.0,1.0,0.0034008823529411763,0.0006475317689020699,1.0,0.001014157541868511,40,True,0.0019380295113927142,0.8262307041527226,1.0
2,0.5392982500000001,0.04973308396069951,-6.4,627052.278032,3898.954619214319,0.0,1.0,0.38730450000000005,0.052506668146678134,1.5,0.09646189754693746,40,True,0.0002551621381588137,0.28037467804625155,1.5
1,0.288253,0.03290600165272637,-6.3,408300.5071265,2056.906352261376,0.0,1.0,0.12532000000000001,0.024230888993395528,1.5,0.042230207991000024,40,True,0.0003918682372599372,0.3799326050960771,1.5
0,0.15912846153846152,0.017657189753898846,-6.199999999999998,283731.36186487187,1637.3333346623854,0.0,1.0,0.03716948717948718,0.007255027852660314,1.5,0.011847619907889555,40,True,0.0005639136926858322,0.4794442661597796,1.5
3,0.0987185,0.01001019476199524,-6.1,202673.98487374999,1076.1394946055636,0.0,1.0,0.013653499999999999,0.002448405513327461,1.5,0.003908157757749999,40,True,0.000789445177681129,0.5789048454390597,1.5
4,0.07353538461538461,0.008797374860302324,-6.0,146277.7330684616,1005.5651259246357,0.0,1.0,0.00834923076923077,0.0017349287160415743,1.5,0.002941777978698226,40,True,0.0010938096772740936,0.6783090316377027,1.5
7,0.0663754054054054,0.008524978486623095,-5.900000000000001,103541.13639972974,1384.2964193763985,0.0,1.0,0.007022432432432431,0.0016179841573836116,1.5,0.002616737989700511,40,True,0.001545279543603866,0.7776509682486858,1.5
6,0.04767166666666668,0.0075526189426397185,-5.800000000000002,66977.10027433334,1777.4212396908579,0.0,1.0,0.003926000000000001,0.0011986414340228364,1.5,0.0016534121972222216,40,True,0.0023888761881994238,0.8769241991327872,1.5
8,0.04372321428571428,0.006781212336663192,-5.699999999999998,43582.08189142857,996.4337158015949,0.0,1.0,0.0031535714285714283,0.0008334301871153711,1.5,0.0012418519610969388,40,True,0.0036712335220375905,0.9761216090046517,1.5
5,0.03220882352941176,0.007492904971604457,-5.6,29378.825665882352,706.4608057343205,0.0,1.0,0.0019352941176470591,0.0009717756328612267,1.5,0.0008978858044982705,40,True,0.005446099235539155,1.0752353584252043,1.5
1,0.9549808333333334,0.010152368864042879,-6.300000000000001,951844.0160236112,6005.109859583642,0.0,1.0,0.9155966666666667,0.016924028611546498,2.0,0.003608274632638797,40,True,0.0001680947690026042,0.1757745913280504,2.0
0,0.64357625,0.040155667176255364,-6.2,562206.28145025,3629.738083985588,0.0,1.0,0.47707774999999997,0.04269481887513341,2.0,0.06288736043593751,40,True,0.0002845930493470634,0.27523486537513453,2.0
2,0.3040555,0.030341853580681886,-6.1,366682.25267874997,2458.0787392445595,0.0,1.0,0.128354,0.02056744604391198,2.0,0.03590425291975001,40,True,0.0004363450885095764,0.37463871462287357,2.0
3,0.189897,0.019467272523720946,-6.0,255305.11294075,1559.961600930041,0.0,1.0,0.05084025,0.009690744867560027,2.0,0.014779379390999992,40,True,0.0006267011191316487,0.4739802793122855,2.0
6,0.11387100000000001,0.012348055991500474,-5.9,179896.29805525,1109.1633004205644,0.0,1.0,0.01891275,0.003512031408427614,2.0,0.005946145358999996,40,True,0.0008894012924649543,0.5732530997284655,2.0
5,0.07613025641025642,0.008949476658129802,-5.800000000000002,133682.0209202564,756.993637721446,0.0,1.0,0.008840769230769228,0.001713911972341622,2.0,0.0030449532896778394,40,True,0.0011968699971662063,0.6724500566565551,2.0
7,0.04976589743589743,0.00803663516779479,-5.699999999999998,95316.47354179487,953.7107840274164,0.0,1.0,0.004930769230769231,0.0015164037997030223,2.0,0.0024541246831689682,40,True,0.0016786185436229169,0.771563306341755,2.0
4,0.047660666666666664,0.007743846054049129,-5.599999999999998,66563.65968433332,1234.806943420559,0.0,1.0,0.004010666666666667,0.0010430660962882715,2.0,0.0017391275195555557,40,True,0.00240371398986733,0.8705842095379605,2.0
3,0.9257595000000001,0.01350153731014285,-4.9,275141.42397825,1633.1226544514345,0.0,1.0,0.8641395,0.02104181104479535,4.0,0.00710884815974977,40,True,0.0005815191245526447,0.1694199336011326,4.0
0,0.56422225,0.04303975420898906,-4.8,165114.02783925,1069.6514015165171,0.0,1.0,0.39059200000000005,0.042243867763444486,4.0,0.07224525260493753,40,True,0.0009690272964315979,0.2666025073320444,4.0
2,0.2901805,0.03142801724892485,-4.7,109977.4228505,641.7653322384377,0.0,1.0,0.12272575,0.020640214428446317,4.0,0.038521027419749984,40,True,0.0014548440566524202,0.36349797605021217,4.0
1,0.18398925,0.01947445272061909,-4.6,77581.44969750001,347.6624748466137,0.0,1.0,0.048643,0.009512700398509082,4.0,0.014790955884437504,40,True,0.0020623486751518627,0.4600781131410179,4.0
5,0.09535099999999999,0.010245493329464547,-4.5,54964.940945500006,289.38525819875707,0.0,1.0,0.0131855,0.0023642726953981277,4.0,0.004093686799000001,40,True,0.00291094645509847,0.55631213569478,4.0
6,0.06618026315789473,0.007930058903227306,-4.400000000000001,39968.760518947376,184.17843460732342,0.0,1.0,0.00670578947368421,0.001422388782302421,4.0,0.002325962242036012,40,True,0.004003126389775116,0.6521665191601509,4.0
7,0.05293368421052632,0.006131779348857886,-4.300000000000002,30299.223531052634,158.72953798034874,0.0,1.0,0.004192894736842105,0.0008057168519425607,4.0,0.0013909198127423812,40,True,0.0052806633752848975,0.7476048084691023,4.0
4,0.04441657894736842,0.005598234255712889,-4.199999999999998,22827.659900000002,105.22411571669502,0.0,1.0,0.0031326315789473686,0.0006827768051171988,4.0,0.0011597990935595572,40,True,0.007009040817188623,0.8425874280066874,4.0
