m,dm,mu,t,dt,df,k,m2,dm2,dmu,susc,rsw,rsw_check,growth_speed,dphi,drive
0.5786778125,0.005203575475449994,-5.7,10528.7296484375,200.39647035864564,0.0,1.0,0.335708125,0.0060774528175458475,4.0,0.000840114320214802,40,True,0.015196515186781773,1.0773900973700838,4.0
0.5285453124999999,0.004882268092876585,-5.65,8687.548074999999,124.40143546645888,0.0,1.0,0.280098125,0.0051962953505804215,4.0,0.0007379776342774091,40,True,0.018417164269908227,1.126984038911076,4.0
0.48145612903225804,0.0058408733084956265,-5.599999999999998,7088.122368064516,133.78580337649677,0.0,1.0,0.23282258064516131,0.005772767025686013,4.0,0.0010225764624350042,40,True,0.022572973728681497,1.1765573390958857,4.0
0.44513625,0.00538524879524554,-5.55,6119.140924687499,129.2678406236044,0.0,1.0,0.199045625,0.004878391953494032,4.0,0.0008993439359374911,40,True,0.026147461215427246,1.226108958141398,4.0
0.3908328125,0.006708993561161363,-5.5,5045.5550371875,100.03921249995753,0.0,1.0,0.154145625,0.005153809739028874,4.0,0.0013953376733398526,40,True,0.03171108011323714,1.275637804874774,4.0
0.3735280645161291,0.009928198912117494,-5.4499999999999975,4244.106184193548,64.87961698171047,0.0,1.0,0.14247967741935488,0.008776751958598804,4.0,0.0029564624381893945,40,True,0.03769933952074357,1.3251427342963709,4.0
0.33608344827586206,0.006099430730843667,-5.400000000000002,3532.6330658620686,79.31691185715312,0.0,1.0,0.11399379310344825,0.00425590445875116,4.0,0.0010417088984542022,40,True,0.04529199523895505,1.3746225450378409,4.0
0.29961464285714284,0.006169021482656464,-5.349999999999999,3156.2249139285714,51.34663718346639,0.0,1.0,0.09079642857142857,0.003753164844898988,4.0,0.00102749435701531,40,True,0.050693472221802816,1.424075976712067,4.0
0.2686741935483871,0.005001957031501557,-5.3000000000000025,2547.978985161291,57.734462252028564,0.0,1.0,0.07293774193548387,0.0027670750330701746,4.0,0.0007519196566076886,40,True,0.06279486641443856,1.4735017071514598,4.0
0.24799064516129032,0.006829557408407058,-5.25,2223.2655903225805,41.18105788033503,0.0,1.0,0.06289903225806451,0.003501191328886597,4.0,0.0013996721705515011,40,True,0.07196621073813547,1.5228983495315123,4.0
0.21346633333333334,0.005268425586177347,-5.199999999999998,1859.4392966666667,40.423158206736524,0.0,1.0,0.04637299999999999,0.0023344158810604263,4.0,0.0008051245332222068,40,True,0.08604744467153341,1.5722644493761513,4.0
0.18250093750000002,0.006232540198869089,-5.1,1510.8831121875,37.3947209403579,0.0,1.0,0.0345096875,0.0026630718939173194,4.0,0.0012030953116210844,40,True,0.10589833105510552,1.6708988464777619,4.0
0.16728187500000002,0.005500224636862351,-5.05,1301.335551875,37.846282742598206,0.0,1.0,0.02892125,0.0020842931109077293,4.0,0.0009380242964843674,40,True,0.12295061006322897,1.7201638678577806,4.0
0.1479367741935484,0.004590151785788783,-5.0,1151.3247487096774,56.5541339429653,0.0,1.0,0.022516774193548385,0.0014635759262329948,4.0,0.00063148503475546,40,True,0.13897034714081896,1.7693917880838432,4.0
0.137358125,0.007405268509723929,-4.95,1057.7872928125,41.004305020576176,0.0,1.0,0.020566875,0.0026347421921035855,4.0,0.0016996204964843734,40,True,0.15125914357940873,1.8185807651559265,4.0
0.12359624999999999,0.01078629300942083,-4.9,919.3387596875,45.88506294415061,0.0,1.0,0.018883125,0.005447631078037424,4.0,0.0036070919859375033,40,True,0.17403813155271178,1.8677288688077043,4.0
0.10389625,0.0033992868900531324,-4.85,960.0515600000001,46.54668239213117,0.0,1.0,0.011153125,0.0006783653320221458,4.0,0.0003586942359375001,40,True,0.16665771575851612,1.916834076605496,4.0
0.1068428125,0.006662931993414455,-4.8,799.152406875,73.48553086886899,0.0,1.0,0.01279125,0.0021585261712230496,4.0,0.001375863417089845,40,True,0.20021212302377075,1.965894269908968,4.0
0.09591774193548386,0.009891333859948458,-4.75,870.8702564516129,82.43627705274386,0.0,1.0,0.01213548387096774,0.0033501771687610943,4.0,0.002935270652965661,40,True,0.18372426755269472,2.014907229692397,4.0
0.08198866666666665,0.0049703044087569545,-4.7,718.0046623333332,55.30789051477947,0.0,1.0,0.007437666666666666,0.0008204303164891943,4.0,0.0007155252048888904,40,True,0.2228397786165351,2.0638706322257403,4.0
